no,IP address,CVE ID,vulnerability title,vulnerability description,cvss score,cvss severity,solution,reference
1072,10.10.10.58,CVE-2022-24730,Path traversal and improper access control allows leaking out-of-bound files from Argo CD repo-server,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. Argo CD starting with version 1.3.0 but before versions 2.1.11, 2.2.6, and 2.3.0 is vulnerable to a path traversal bug, com...",7.7,HIGH,Update to latest version,https://github.com/argoproj/argo-cd/security/advisories/GHSA-r9cr-hvjj-496v
1073,10.10.10.182,CVE-2024-52968,CVE-2024-52968,An improper authentication in Fortinet FortiClientMac 7.0.11 through 7.2.4 allows attacker to gain improper access to MacOS via empty password.,5.8,MEDIUM,Update to latest version,https://fortiguard.fortinet.com/psirt/FG-IR-24-300
1074,172.16.41.136,CVE-2022-26335,CVE-2022-26335,"A vulnerability has been identified in SCALANCE X302-7 EEC (230V), SCALANCE X302-7 EEC (230V, coated), SCALANCE X302-7 EEC (24V), SCALANCE X302-7 EEC (24V, coated), SCALANCE X302-7 EEC (2x 230V), S...",N/A,N/A,Update to latest version,https://cert-portal.siemens.com/productcert/pdf/ssa-836527.pdf
1075,172.16.41.157,CVE-2018-14874,CVE-2018-14874,An issue was discovered in the Armor module in Polaris FT Intellect Core Banking 9.7.1. Input passed through the code parameter in three pages as collaterals/colexe3t.jsp and /references/refsuppu.j...,N/A,N/A,Update to latest version,https://neetech18.blogspot.com/2019/03/error-based-sql-injection-vulnerability.html
1076,172.16.41.208,CVE-2021-2083,CVE-2021-2083,Vulnerability in the Oracle iSupport product of Oracle E-Business Suite (component: User Responsibilities). Supported versions that are affected are 12.1.1-12.1.3 and 12.2.3-12.2.10. Easily exploit...,8.2,HIGH,Update to latest version,https://www.oracle.com/security-alerts/cpujan2021.html
1077,172.16.41.228,CVE-2025-23325,CVE-2025-23325,NVIDIA Triton Inference Server for Windows and Linux contains a vulnerability where an attacker could cause uncontrolled recursion through a specially crafted input. A successful exploit of this vu...,7.5,HIGH,Update to latest version,https://nvd.nist.gov/vuln/detail/CVE-2025-23325
1078,10.10.10.54,CVE-2020-13860,CVE-2020-13860,An issue was discovered on Mofi Network MOFI4500-4GXeLTE 4.0.8-std devices. The one-time password algorithm for the undocumented system account mofidev generates a predictable six-digit password.,N/A,N/A,Update to latest version,https://mofinetwork.com/index.php?main_page=page&id=14
1079,10.20.10.17,CVE-2017-5745,CVE-2017-5745,N/A,N/A,N/A,Update to latest version,
1080,10.10.10.11,CVE-2021-41540,CVE-2021-41540,A vulnerability has been identified in Solid Edge SE2021 (All versions < SE2021MP8). The affected application contains a use-after-free vulnerability while parsing OBJ files. An attacker could leve...,N/A,N/A,Update to latest version,https://cert-portal.siemens.com/productcert/pdf/ssa-728618.pdf
1081,10.10.10.220,CVE-2025-6150,TOTOLINK X15 HTTP POST Request formMultiAP buffer overflow,A vulnerability classified as critical was found in TOTOLINK X15 1.0.0-B20230714.1105. Affected by this vulnerability is an unknown functionality of the file /boafrm/formMultiAP of the component HT...,8.8,HIGH,Update to latest version,https://vuldb.com/?id.312625
1082,172.16.41.213,CVE-2020-29021,Scripting tag chars < > not filtered in input fields could cause Cross-Site Scripting (XSS),A vulnerability in web UI input field of GateManager allows authenticated attacker to enter script tags that could cause XSS. This issue affects: GateManager all versions prior to 9.3.,3.5,LOW,Update to latest version,https://www.secomea.com/support/cybersecurity-advisory/
1083,10.10.10.201,CVE-2025-39502,WordPress Goodlayers Hostel Plugin <= 3.1.2 - Reflected Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in GoodLayers Goodlayers Hostel allows Reflected XSS. This issue affects Goodlayers Hostel: from n...,7.1,HIGH,Update to latest version,https://patchstack.com/database/wordpress/plugin/gdlr-hostel/vulnerability/wordpress-goodlayers-hostel-plugin-3-1-2-reflected-cross-site-scripting-xss-vulnerability?_s_id=cve
1084,172.16.41.45,CVE-2024-13827,Razorpay Subscription Button Elementor Plugin <= 1.0.3 - Reflected Cross-Site Scripting via add_query_arg and remove_query_arg Functions,The Razorpay Subscription Button Elementor Plugin plugin for WordPress is vulnerable to Reflected Cross-Site Scripting due to the use of add_query_arg() and remove_query_arg() functions without app...,6.1,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/a8cdde8d-db43-4702-81c3-ea2d867baa8d?source=cve
1085,172.16.41.117,CVE-2020-0004,CVE-2020-0004,"In generateCrop of WallpaperManagerService.java, there is a possible sysui crash due to image exceeding maximum texture size. This could lead to local denial of service with no additional execution...",N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/2020-01-01
1086,10.20.10.156,CVE-2016-5806,CVE-2016-5806,N/A,N/A,N/A,Update to latest version,
1087,10.20.10.224,CVE-2013-5740,CVE-2013-5740,"Unspecified vulnerability in the Intel Trusted Execution Technology (TXT) SINIT Authenticated Code Modules (ACM) before 1.2, as used by the Intel QM77, QS77, Q77 Express, C216, Q67 Express, C202, C...",N/A,N/A,Update to latest version,https://security-center.intel.com/advisory.aspx?intelid=INTEL-SA-00035&languageid=en-fr
1088,10.10.10.235,CVE-2005-1757,CVE-2005-1757,"Buffer overflow in the Modweb agent for Novell NetMail 3.52 before 3.52C, when renaming folders, may allow attackers to execute arbitrary code.",N/A,N/A,Update to latest version,http://support.novell.com/cgi-bin/search/searchtid.cgi?/2971588.htm
1089,10.10.10.5,CVE-2024-31630,CVE-2024-31630,N/A,N/A,N/A,Update to latest version,
1090,172.16.41.221,CVE-2017-3622,CVE-2017-3622,"Vulnerability in the Solaris component of Oracle Sun Systems Products Suite (subcomponent: Common Desktop Environment (CDE)). The supported version that is affected is 10. Easily ""exploitable"" vuln...",N/A,N/A,Update to latest version,http://www.oracle.com/technetwork/security-advisory/cpuapr2017-3236618.html
1091,10.20.10.206,CVE-2012-2819,CVE-2012-2819,"The texSubImage2D implementation in the WebGL subsystem in Google Chrome before 20.0.1132.43 does not properly handle uploads to floating-point textures, which allows remote attackers to cause a de...",N/A,N/A,Update to latest version,http://code.google.com/p/chromium/issues/detail?id=120977
1092,10.10.10.252,CVE-2013-2113,CVE-2013-2113,The create method in app/controllers/users_controller.rb in Foreman before 1.2.0-RC2 allows remote authenticated users with permissions to create or edit other users to gain privileges by (1) chang...,N/A,N/A,Update to latest version,http://rhn.redhat.com/errata/RHSA-2013-0995.html
1093,10.10.10.232,CVE-2017-3168,CVE-2017-3168,N/A,N/A,N/A,Update to latest version,
1094,10.10.10.158,CVE-2007-2864,CVE-2007-2864,Stack-based buffer overflow in the Anti-Virus engine before content update 30.6 in multiple CA (formerly Computer Associates) products allows remote attackers to execute arbitrary code via a large ...,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/24330
1095,172.16.41.98,CVE-2019-19466,CVE-2019-19466,SCEditor 2.1.3 allows XSS.,N/A,N/A,Update to latest version,https://www.sceditor.com/tags/releases/
1096,10.10.10.36,CVE-2015-9374,CVE-2015-9374,Stripe Add-on for iThemes Exchange before 1.2.0 for WordPress has XSS via add_query_arg() and remove_query_arg().,N/A,N/A,Update to latest version,https://blog.sucuri.net/2015/04/security-advisory-xss-vulnerability-affecting-multiple-wordpress-plugins.html
1097,10.10.10.161,CVE-2020-2312,CVE-2020-2312,Jenkins SQLPlus Script Runner Plugin 2.0.12 and earlier does not mask a password provided as command line argument in build logs.,N/A,N/A,Update to latest version,https://www.jenkins.io/security/advisory/2020-11-04/#SECURITY-2129
1098,172.16.41.191,CVE-2023-44161,CVE-2023-44161,"Sensitive information manipulation due to cross-site request forgery. The following products are affected: Acronis Cyber Protect 15 (Linux, Windows) before build 35979.",N/A,N/A,Update to latest version,https://security-advisory.acronis.com/advisories/SEC-4084
1099,10.10.10.61,CVE-2024-5575,Ditty < 3.1.43 - Author+ Stored XSS,"The Ditty  WordPress plugin before 3.1.43 does not sanitise and escape some of its blocks' settings, which could allow high privilege users such as authors to perform Cross-Site Scripting attacks e...",N/A,N/A,Update to latest version,https://wpscan.com/vulnerability/65d1abb7-92e9-4cc4-a1d0-84985b484af3/
1100,172.16.41.37,CVE-2014-8889,CVE-2014-8889,Dropbox SDK for Android before 1.6.2 might allow remote attackers to obtain sensitive information via crafted malware or via a drive-by download attack.,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/73035
1101,10.10.10.20,CVE-2025-20338,CVE-2025-20338,"A vulnerability in the CLI of Cisco IOS XE Software could allow an authenticated, local attacker with administrative privileges to execute arbitrary commands as root on the underlying operating sys...",6,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-iosxe-arg-inject-EyDDbh4e
1102,10.20.10.122,CVE-2025-8864,CVE-2025-8864,Shared Access Signature token is not masked in the backup configuration response and is also exposed in the yb_backup logs,N/A,N/A,Update to latest version,https://docs.yugabyte.com/preview/secure/vulnerability-disclosure-policy/
1103,10.10.10.33,CVE-2025-27327,WordPress Live Streaming Video Player – by SRS Player plugin <= 1.0.18 - Cross Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Winlin Live Streaming Video Player – by SRS Player allows DOM-Based XSS. This issue affects Liv...,6.5,MEDIUM,Update to latest version,https://patchstack.com/database/wordpress/plugin/srs-player/vulnerability/wordpress-live-streaming-video-player-by-srs-player-plugin-1-0-18-cross-site-scripting-xss-vulnerability?_s_id=cve
1104,10.10.10.106,CVE-2017-15334,CVE-2017-15334,"The SIP backup feature in Huawei DP300 V500R002C00, IPS Module V100R001C10, V100R001C20, V100R001C30, V500R001C00, V500R001C20, V500R001C30, V500R001C50, NGFW Module V100R001C10, V100R001C20, V100R...",N/A,N/A,Update to latest version,http://www.huawei.com/en/psirt/security-advisories/huawei-sa-20171201-01-sip-en
1105,172.16.41.69,CVE-2019-2863,CVE-2019-2863,Vulnerability in the Oracle VM VirtualBox component of Oracle Virtualization (subcomponent: Core). Supported versions that are affected are Prior to 5.2.32 and prior to 6.0.10. Easily exploitable v...,N/A,N/A,Update to latest version,http://www.oracle.com/technetwork/security-advisory/cpujul2019-5072835.html
1106,10.10.10.139,CVE-2000-0624,CVE-2000-0624,Buffer overflow in Winamp 2.64 and earlier allows remote attackers to execute arbitrary commands via a long #EXTINF: extension in the M3U playlist.,N/A,N/A,Update to latest version,http://www.winamp.com/getwinamp/newfeatures.jhtml
1107,10.20.10.86,CVE-2019-3489,CVE-2019-3489,"An unauthenticated file upload vulnerability has been identified in the Web Client component of Micro Focus Content Manager 9.1, 9.2, and 9.3 when configured to use the ADFS authentication method. ...",N/A,N/A,Update to latest version,https://softwaresupport.softwaregrp.com/doc/KM03359911
1108,10.10.10.193,CVE-2021-27558,CVE-2021-27558,A cross site scripting (XSS) issue in EasyCorp ZenTao 12.5.3 allows remote attackers to execute arbitrary web script via various areas such as data-link-creator.,N/A,N/A,Update to latest version,https://privasec.com/blog/zentao-cms-a-monkeys-journey-to-priv-esc-remote-code-execution/
1109,172.16.41.39,CVE-2015-5134,CVE-2015-5134,"Use-after-free vulnerability in Adobe Flash Player before 18.0.0.232 on Windows and OS X and before 11.2.202.508 on Linux, Adobe AIR before 18.0.0.199, Adobe AIR SDK before 18.0.0.199, and Adobe AI...",N/A,N/A,Update to latest version,https://h20566.www2.hpe.com/portal/site/hpsc/public/kb/docDisplay?docId=emr_na-c05385680
1110,10.20.10.253,CVE-2007-2912,CVE-2007-2912,"Unspecified vulnerability in Jelsoft vBulletin before 3.6.6, when unauthenticated User Infraction Permissions is disabled, allows remote attackers to see the infraction ""red flag"" for a deleted user.",N/A,N/A,Update to latest version,http://osvdb.org/38616
1111,10.20.10.113,CVE-2024-23646,Pimcore Admin Classic Bundle SQL Injection in Admin download files as zip,Pimcore's Admin Classic Bundle provides a backend user interface for Pimcore. The application allows users to create zip files from available files on the site. In the 1.x branch prior to version 1...,8.8,HIGH,Update to latest version,https://github.com/pimcore/admin-ui-classic-bundle/security/advisories/GHSA-cwx6-4wmf-c6xv
1112,10.10.10.86,CVE-2016-6438,CVE-2016-6438,"A vulnerability in Cisco IOS XE Software running on Cisco cBR-8 Converged Broadband Routers could allow an unauthenticated, remote attacker to cause a configuration integrity change to the vty line...",N/A,N/A,Update to latest version,http://www.securitytracker.com/id/1037003
1113,172.16.41.44,CVE-2018-6254,CVE-2018-6254,"In Android before the 2018-05-05 security patch level, NVIDIA Media Server contains an out-of-bounds read (due to improper input validation) vulnerability which could lead to local information disc...",N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/pixel/2018-05-01
1114,172.16.41.125,CVE-2025-6353,code-projects Responsive Blog search.php cross site scripting,A vulnerability classified as problematic was found in code-projects Responsive Blog 1.0. Affected by this vulnerability is an unknown functionality of the file /search.php. The manipulation of the...,3.5,LOW,Update to latest version,https://vuldb.com/?id.313345
1115,10.20.10.106,CVE-2023-6696,"Popup Builder – Create highly converting, mobile friendly marketing popups <= 4.3.1 - Missing Authorization and Nonce Exposure","The Popup Builder – Create highly converting, mobile friendly marketing popups. plugin for WordPress is vulnerable to unauthorized access of functionality due to a missing capability check on sever...",8.1,HIGH,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/9f86ec30-7a9d-4c36-8559-bde331c8b958?source=cve
1116,10.10.10.84,CVE-2021-23981,CVE-2021-23981,"A texture upload of a Pixel Buffer Object could have confused the WebGL code to skip binding the buffer used to unpack it, resulting in memory corruption and a potentially exploitable information l...",N/A,N/A,Update to latest version,https://www.mozilla.org/security/advisories/mfsa2021-10/
1117,10.20.10.241,CVE-2002-0209,CVE-2002-0209,"Nortel Alteon ACEdirector WebOS 9.0, with the Server Load Balancing (SLB) and Cookie-Based Persistence features enabled, allows remote attackers to determine the real IP address of a web server wit...",N/A,N/A,Update to latest version,http://www.iss.net/security_center/static/8010.php
1118,10.20.10.251,CVE-2024-13827,Razorpay Subscription Button Elementor Plugin <= 1.0.3 - Reflected Cross-Site Scripting via add_query_arg and remove_query_arg Functions,The Razorpay Subscription Button Elementor Plugin plugin for WordPress is vulnerable to Reflected Cross-Site Scripting due to the use of add_query_arg() and remove_query_arg() functions without app...,6.1,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/a8cdde8d-db43-4702-81c3-ea2d867baa8d?source=cve
1119,10.20.10.188,CVE-2025-49131,FastGPT Sandbox Vulnerable to Sandbox Bypass,"FastGPT is an open-source project that provides a platform for building, deploying, and operating AI-driven workflows and conversational agents. The Sandbox container (fastgpt-sandbox) is a special...",6.3,MEDIUM,Update to latest version,https://github.com/labring/FastGPT/security/advisories/GHSA-f3pf-r3g7-g895
1120,172.16.41.205,CVE-2020-26384,CVE-2020-26384,N/A,N/A,N/A,Update to latest version,
1121,10.10.10.41,CVE-2023-30710,CVE-2023-30710,Improper input validation vulnerability in Knox AI prior to SMR Sep-2023 Release 1 allows local attackers to launch privileged activities.,8.5,HIGH,Update to latest version,https://security.samsungmobile.com/securityUpdate.smsb?year=2023&month=09
1122,10.20.10.253,CVE-2023-34439,CVE-2023-34439,"Pleasanter 1.3.47.0 and earlier contains a stored cross-site scripting vulnerability. If this vulnerability is exploited, an arbitrary script may be executed on the user's web browser.",N/A,N/A,Update to latest version,https://pleasanter.org/archives/vulnerability-update-202311
1123,172.16.41.174,CVE-2025-3314,SourceCodester Apartment Visitor Management System forgotpw.php sql injection,A vulnerability has been found in SourceCodester Apartment Visitor Management System 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file /forgotpw...,7.3,HIGH,Update to latest version,https://vuldb.com/?id.303511
1124,10.10.10.145,CVE-2006-0416,CVE-2006-0416,SleeperChat 0.3f and earlier allows remote attackers to bypass authentication and create new entries via the txt parameter to (1) chat_no.php and (2) chat_if.php.,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/24357
1125,10.10.10.69,CVE-2021-25317,cups: ownership of /var/log/cups allows the lp user to create files as root,"A Incorrect Default Permissions vulnerability in the packaging of cups of SUSE Linux Enterprise Server 11-SP4-LTSS, SUSE Manager Server 4.0, SUSE OpenStack Cloud Crowbar 9; openSUSE Leap 15.2, Fact...",3.3,LOW,Update to latest version,https://bugzilla.suse.com/show_bug.cgi?id=1184161
1126,172.16.41.152,CVE-2016-8871,CVE-2016-8871,"In Botan 1.11.29 through 1.11.32, RSA decryption with certain padding options had a detectable timing channel which could given sufficient queries be used to recover plaintext, aka an ""OAEP side ch...",N/A,N/A,Update to latest version,https://botan.randombit.net/security.html
1127,172.16.41.141,CVE-2022-3903,CVE-2022-3903,An incorrect read request flaw was found in the Infrared Transceiver USB driver in the Linux kernel. This issue occurs when a user attaches a malicious USB device. A local user could use this flaw ...,N/A,N/A,Update to latest version,https://lore.kernel.org/all/CAB7eexLLApHJwZfMQ=X-PtRhw0BgO+5KcSMS05FNUYejJXqtSA%40mail.gmail.com/
1128,10.10.10.108,CVE-2014-1626,CVE-2014-1626,"XML External Entity (XXE) vulnerability in MARC::File::XML module before 1.0.2 for Perl, as used in Evergreen, Koha, perl4lib, and possibly other products, allows context-dependent attackers to rea...",N/A,N/A,Update to latest version,http://osvdb.org/102367
1129,10.20.10.201,CVE-2022-25199,CVE-2022-25199,A missing permission check in Jenkins SCP publisher Plugin 1.8 and earlier allows attackers with Overall/Read permission to connect to an attacker-specified SSH server using attacker-specified cred...,N/A,N/A,Update to latest version,https://www.jenkins.io/security/advisory/2022-02-15/#SECURITY-2323
1130,10.20.10.249,CVE-2017-15401,CVE-2017-15401,A memory corruption bug in WebAssembly could lead to out of bounds read and write through V8 in WebAssembly in Google Chrome prior to 62.0.3202.62 allowed a remote attacker to execute arbitrary cod...,N/A,N/A,Update to latest version,https://crbug.com/766260
1131,10.10.10.53,CVE-2024-55532,Apache Ranger: Improper Neutralization of Formula Elements in a CSV File,"Improper Neutralization of Formula Elements in Export CSV feature of Apache Ranger in Apache Ranger Version < 2.6.0.
Users are recommended to upgrade to version 2.6.0, which fixes this issue.",N/A,N/A,Update to latest version,https://cwiki.apache.org/confluence/display/RANGER/Vulnerabilities+found+in+Ranger
1132,10.20.10.121,CVE-2025-50518,CVE-2025-50518,A use-after-free vulnerability exists in the coap_delete_pdu_lkd function within coap_pdu.c of the libcoap library. This issue occurs due to improper handling of memory after the freeing of a PDU o...,N/A,N/A,Update to latest version,https://github.com/IreneTheITCrowd/blog/blob/main/libcoap-vulnerability.md
1133,10.20.10.20,CVE-2024-31937,WordPress TWIPLA (Visitor Analytics IO) plugin <= 1.2.0 - Cross-Site Scripting (XSS) vulnerability,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability in Visitor Analytics TWIPLA (Visitor Analytics IO) allows Stored XSS.This issue affects TWIPLA (Vi...,5.9,MEDIUM,Update to latest version,https://patchstack.com/database/vulnerability/visitor-analytics-io/wordpress-twipla-visitor-analytics-io-plugin-1-2-0-cross-site-scripting-xss-vulnerability?_s_id=cve
1134,10.20.10.180,CVE-2008-1319,CVE-2008-1319,"Untrusted search path and argument injection vulnerability in the VersantD service in Versant Object Database 7.0.1.3 and earlier, as used in Borland CaliberRM and probably other products, allows r...",N/A,N/A,Update to latest version,http://marc.info/?l=bugtraq&m=120468784112145&w=2
1135,172.16.41.46,CVE-2005-4726,CVE-2005-4726,"MUTE 0.4 uses improper flood protection algorithms, which allows remote attackers to obtain sensitive information (privacy leak and search result data) by controlling a drop chain neighbor that is ...",N/A,N/A,Update to latest version,http://www.osvdb.org/23335
1136,10.20.10.158,CVE-2010-3899,CVE-2010-3899,"IBM OmniFind Enterprise Edition 8.x and 9.x performs web crawls with an unlimited recursion depth, which allows remote web servers to cause a denial of service (infinite loop) via a crafted series ...",N/A,N/A,Update to latest version,http://www.osvdb.org/69078
1137,10.20.10.163,CVE-2022-4663,CVE-2022-4663,"The Members Import plugin for WordPress is vulnerable to Self Cross-Site Scripting via the user_login parameter in an imported CSV file in versions up to, and including, 1.4.2 due to insufficient i...",5.5,MEDIUM,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/3abbc407-f660-4b1f-9d48-436320e5fdd7
1138,172.16.41.248,CVE-2016-9241,CVE-2016-9241,N/A,N/A,N/A,Update to latest version,
1139,10.20.10.126,CVE-2023-20015,"Cisco Firepower 4100 Series, Firepower 9300 Security Appliances, and UCS Fabric Interconnects Command Injection Vulnerability","A vulnerability in the CLI of Cisco Firepower 4100 Series, Cisco Firepower 9300 Security Appliances, and Cisco UCS 6200, 6300, 6400, and 6500 Series Fabric Interconnects could allow an authenticate...",6,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-nxfp-cmdinj-XXBZjtR
1140,10.10.10.111,CVE-2018-4720,CVE-2018-4720,N/A,N/A,N/A,Update to latest version,
1141,10.20.10.118,CVE-2024-52286,Self Cross Site Scripting (XSS) In Merge Functionality in  Stirling-PDF,Stirling-PDF is a locally hosted web application that allows you to perform various operations on PDF files. In affected versions the Merge functionality takes untrusted user input (file name) and ...,N/A,N/A,Update to latest version,https://github.com/Stirling-Tools/Stirling-PDF/security/advisories/GHSA-9j55-gvf2-cqwv
1142,10.20.10.95,CVE-2017-11268,CVE-2017-11268,"Adobe Acrobat Reader 2017.009.20058 and earlier, 2017.008.30051 and earlier, 2015.006.30306 and earlier, and 11.0.20 and earlier has an exploitable memory corruption vulnerability in the image conv...",N/A,N/A,Update to latest version,https://helpx.adobe.com/security/products/acrobat/apsb17-24.html
1143,10.20.10.113,CVE-2018-12875,CVE-2018-12875,"Adobe Acrobat and Reader versions 2018.011.20063 and earlier, 2017.011.30102 and earlier, and 2015.006.30452 and earlier have an out-of-bounds read vulnerability. Successful exploitation could lead...",N/A,N/A,Update to latest version,http://www.securitytracker.com/id/1041809
1144,10.10.10.223,CVE-2019-7564,CVE-2019-7564,An issue was discovered on Shenzhen Coship WM3300 WiFi Router 5.0.0.55 devices. The password reset functionality of the Wireless SSID doesn't require any type of authentication. By making a POST re...,N/A,N/A,Update to latest version,http://packetstormsecurity.com/files/151595/Coship-Wireless-Router-4.0.0.x-5.0.0.x-Authentication-Bypass.html
1145,172.16.41.221,CVE-2008-5857,CVE-2008-5857,"The DropDocuments plugin in KnowledgeTree before 3.5.4a allows remote authenticated users to gain administrative privileges via a certain sequence of ""browse documents"" and dashboard requests.",N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/47530
1146,10.10.10.73,CVE-2024-20296,CVE-2024-20296,"A vulnerability in the web-based management interface of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker to upload arbitrary files to an affected device. To explo...",4.7,MEDIUM,Update to latest version,https://sec.cloudapps.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-ise-file-upload-krW2TxA9
1147,172.16.41.234,CVE-2024-38625,fs/ntfs3: Check 'folio' pointer for NULL,"In the Linux kernel, the following vulnerability has been resolved:

fs/ntfs3: Check 'folio' pointer for NULL

It can be NULL if bmap is called.",N/A,N/A,Update to latest version,https://git.kernel.org/stable/c/6c8054d590668629bb2eb6fb4cbf22455d08ada8
1148,10.10.10.211,CVE-2019-11177,CVE-2019-11177,Unhandled exception in Intel(R) Baseboard Management Controller firmware may allow an unauthenticated user to potentially enable denial of service via network access.,N/A,N/A,Update to latest version,https://www.intel.com/content/www/us/en/security-center/advisory/intel-sa-00313.html
1149,10.10.10.191,CVE-1999-0520,CVE-1999-0520,A system-critical NETBIOS/SMB share has inappropriate access control.,N/A,N/A,Update to latest version,https://exchange.xforce.ibmcloud.com/vulnerabilities/3
1150,172.16.41.110,CVE-2016-2207,CVE-2016-2207,The AntiVirus Decomposer engine in Symantec Advanced Threat Protection (ATP); Symantec Data Center Security:Server (SDCS:S) 6.x through 6.6 MP1; Symantec Web Gateway; Symantec Endpoint Protection (...,N/A,N/A,Update to latest version,http://www.securityfocus.com/bid/91434
1151,10.20.10.170,CVE-2016-10452,CVE-2016-10452,"In Android before 2018-04-05 or earlier security patch level on Qualcomm Snapdragon Automobile and Snapdragon Mobile SD 410/12, SD 425, SD 430, SD 450, SD 615/16/SD 415, SD 617, SD 625, SD 650/52, ...",N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/2018-04-01
1152,172.16.41.55,CVE-2017-11308,CVE-2017-11308,"Adobe Acrobat and Reader versions 2017.012.20098 and earlier, 2017.011.30066 and earlier, 2015.006.30355 and earlier, 11.0.22 and earlier have an exploitable heap overflow vulnerability. Successful...",N/A,N/A,Update to latest version,https://helpx.adobe.com/security/products/acrobat/apsb17-36.html
1153,10.10.10.195,CVE-2019-16959,CVE-2019-16959,"SolarWinds Web Help Desk 12.7.0 allows CSV Injection, also known as Formula Injection, via a file attached to a ticket.",N/A,N/A,Update to latest version,https://support.solarwinds.com/SuccessCenter/s/
1154,10.20.10.85,CVE-2017-17790,CVE-2017-17790,"The lazy_initialize function in lib/resolv.rb in Ruby through 2.4.3 uses Kernel#open, which might allow Command Injection attacks, as demonstrated by a Resolv::Hosts::new argument beginning with a ...",N/A,N/A,Update to latest version,https://access.redhat.com/errata/RHSA-2018:0585
1155,172.16.41.36,CVE-2011-1874,CVE-2011-1874,"Use-after-free vulnerability in win32k.sys in the kernel-mode drivers in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP1 and SP2, Windows Server 2008 Gold, SP2, R2, and...",N/A,N/A,Update to latest version,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2011/ms11-054
1156,172.16.41.119,CVE-2025-53881,SUSE-specific logrotate configuration allows escalation from mail user/group to root,A UNIX Symbolic Link (Symlink) Following vulnerability in logrotate config in the exim package allowed privilege escalation from mail user/group to root.This issue affects Tumbleweed: from ? before...,N/A,N/A,Update to latest version,https://bugzilla.suse.com/show_bug.cgi?id=CVE-2025-53881
1157,172.16.41.101,CVE-2014-6512,CVE-2014-6512,"Unspecified vulnerability in Oracle Java SE 5.0u71, 6u81, 7u67, and 8u20; Java SE Embedded 7u60; and JRockit R27.8.3 and R28.3.3 allows remote attackers to affect integrity via unknown vectors rela...",N/A,N/A,Update to latest version,http://secunia.com/advisories/60414
1158,10.10.10.226,CVE-2011-1787,CVE-2011-1787,"Race condition in mount.vmhgfs in the VMware Host Guest File System (HGFS) in VMware Workstation 7.1.x before 7.1.4, VMware Player 3.1.x before 3.1.4, VMware Fusion 3.1.x before 3.1.3, VMware ESXi ...",N/A,N/A,Update to latest version,http://secunia.com/advisories/44904
1159,10.20.10.179,CVE-2022-20398,CVE-2022-20398,"In addOrUpdateNetwork of WifiServiceImpl.java, there is a possible way for a guest user to configure Wi-Fi due to a permissions bypass. This could lead to local escalation of privilege with User ex...",N/A,N/A,Update to latest version,https://source.android.com/security/bulletin/2022-09-01
1160,172.16.41.177,CVE-2018-19023,CVE-2018-19023,"Hetronic Nova-M prior to verson r161 uses fixed codes that are reproducible by sniffing and re-transmission. This can lead to unauthorized replay of a command, spoofing of an arbitrary message, or ...",N/A,N/A,Update to latest version,https://ics-cert.us-cert.gov/advisories/ICSA-19-003-03
1161,10.10.10.168,CVE-2024-4393,CVE-2024-4393,"The Social Connect plugin for WordPress is vulnerable to authentication bypass in versions up to, and including, 1.2. This is due to insufficient verification on the OpenID server being supplied du...",9.8,CRITICAL,Update to latest version,https://www.wordfence.com/threat-intel/vulnerabilities/id/2882d9dd-0c73-4c9a-99cb-d10900503103?source=cve
1162,10.20.10.224,CVE-2023-30942,CVE-2023-30942,"In telephony service, there is a missing permission check. This could lead to local information disclosure with no additional execution privileges needed.",N/A,N/A,Update to latest version,https://www.unisoc.com/en_us/secy/announcementDetail/1676902764208259073
